user_id,product_id,prc
12,20,1.0
12,5,0.999251937978274
12,20,0.999251937978274
12,238,0.999251937978274
12,490,0.6849299748666143
12,235,0.6661679586521827
12,378,0.6661679586521827
12,661,0.6661679586521827
12,312,0.6661679586521827
12,155,0.6661679586521827
12,18,0.6661679586521827
12,239,0.6661679586521827
12,27,0.6661679586521827
12,380,0.6661679586521827
12,408,0.6661679586521827
12,410,0.6661679586521827
12,486,0.6661679586521827
12,8,0.6661679586521827
12,123,0.38904522564664823
12,432,0.38592562508394296
12,297,0.35610160159115684
12,578,0.35189950498413713
12,452,0.3499089536816905
12,536,0.3449133120258729
12,655,0.34126931891574885
12,513,0.3409247180988737
12,87,0.3402157179709861
12,435,0.3394612348160265
12,22,0.33939006725601967
12,336,0.33913750268216086
12,131,0.33844348519848527
12,135,0.3382770708288452
12,418,0.3382449651626767
12,236,0.33729731291627
12,295,0.3370511694756449
12,301,0.33546943032241044
12,320,0.3354517722060178
12,195,0.335312647652621
12,303,0.33481554492144544
12,306,0.3344361629662211
12,300,0.3344334874940404
12,127,0.33437623238937325
12,206,0.33422854632499815
12,457,0.33411778177671686
12,419,0.3340920972437821
12,625,0.33308397932609135
12,676,0.33308397932609135
12,670,0.33308397932609135
12,84,0.33308397932609135
12,668,0.33308397932609135
12,667,0.33308397932609135
12,658,0.33308397932609135
12,666,0.33308397932609135
12,641,0.33308397932609135
12,663,0.33308397932609135
12,660,0.33308397932609135
12,665,0.33308397932609135
12,664,0.33308397932609135
12,662,0.33308397932609135
12,636,0.33308397932609135
12,529,0.33308397932609135
12,624,0.33308397932609135
12,538,0.33308397932609135
12,493,0.33308397932609135
12,511,0.33308397932609135
12,520,0.33308397932609135
12,523,0.33308397932609135
12,530,0.33308397932609135
12,531,0.33308397932609135
12,532,0.33308397932609135
12,535,0.33308397932609135
12,537,0.33308397932609135
12,540,0.33308397932609135
12,623,0.33308397932609135
12,572,0.33308397932609135
12,595,0.33308397932609135
12,597,0.33308397932609135
12,598,0.33308397932609135
12,610,0.33308397932609135
12,119,0.33308397932609135
12,614,0.33308397932609135
12,619,0.33308397932609135
12,622,0.33308397932609135
12,100,0.33308397932609135
12,182,0.33308397932609135
12,7,0.33308397932609135
12,123,0.33308397932609135
12,305,0.33308397932609135
12,308,0.33308397932609135
12,327,0.33308397932609135
12,554,0.33308397932609135
12,539,0.33308397932609135
12,538,0.33308397932609135
12,411,0.33308397932609135
12,417,0.33308397932609135
12,423,0.33308397932609135
12,461,0.33308397932609135
12,475,0.33308397932609135
12,476,0.33308397932609135
12,493,0.33308397932609135
12,494,0.33308397932609135
12,496,0.33308397932609135
12,497,0.33308397932609135
12,499,0.33308397932609135
12,535,0.33308397932609135
12,501,0.33308397932609135
12,298,0.33308397932609135
12,293,0.33308397932609135
12,277,0.33308397932609135
12,189,0.33308397932609135
12,138,0.33308397932609135
12,140,0.33308397932609135
12,141,0.33308397932609135
12,142,0.33308397932609135
12,688,0.33308397932609135
12,161,0.33308397932609135
12,176,0.33308397932609135
12,181,0.33308397932609135
12,190,0.33308397932609135
12,257,0.33308397932609135
12,683,0.33308397932609135
12,21,0.33308397932609135
12,220,0.33308397932609135
12,233,0.33308397932609135
12,234,0.33308397932609135
12,590,0.33308397932609135
12,586,0.33308397932609135
12,256,0.33308397932609135
12,6,0.33308397932609135
12,12,0.33308397932609135
12,487,0.33308397932609135
12,255,0.33308397932609135
12,234,0.33308397932609135
12,238,0.33308397932609135
12,240,0.33308397932609135
12,241,0.33308397932609135
12,242,0.33308397932609135
12,243,0.33308397932609135
12,248,0.33308397932609135
12,250,0.33308397932609135
12,252,0.33308397932609135
12,253,0.33308397932609135
12,254,0.33308397932609135
12,256,0.33308397932609135
12,224,0.33308397932609135
12,257,0.33308397932609135
12,258,0.33308397932609135
12,259,0.33308397932609135
12,260,0.33308397932609135
12,261,0.33308397932609135
12,264,0.33308397932609135
12,266,0.33308397932609135
12,267,0.33308397932609135
12,270,0.33308397932609135
12,274,0.33308397932609135
12,276,0.33308397932609135
12,225,0.33308397932609135
12,219,0.33308397932609135
12,284,0.33308397932609135
12,138,0.33308397932609135
12,9,0.33308397932609135
12,32,0.33308397932609135
12,67,0.33308397932609135
12,69,0.33308397932609135
12,71,0.33308397932609135
12,73,0.33308397932609135
12,79,0.33308397932609135
12,86,0.33308397932609135
12,126,0.33308397932609135
12,129,0.33308397932609135
12,134,0.33308397932609135
12,139,0.33308397932609135
12,207,0.33308397932609135
12,140,0.33308397932609135
12,161,0.33308397932609135
12,162,0.33308397932609135
12,186,0.33308397932609135
12,193,0.33308397932609135
12,196,0.33308397932609135
12,198,0.33308397932609135
12,472,0.33308397932609135
12,202,0.33308397932609135
12,203,0.33308397932609135
12,206,0.33308397932609135
12,277,0.33308397932609135
12,99,0.33308397932609135
12,287,0.33308397932609135
12,338,0.33308397932609135
12,397,0.33308397932609135
12,393,0.33308397932609135
12,381,0.33308397932609135
12,380,0.33308397932609135
12,352,0.33308397932609135
12,339,0.33308397932609135
12,337,0.33308397932609135
12,306,0.33308397932609135
12,336,0.33308397932609135
12,319,0.33308397932609135
12,318,0.33308397932609135
12,317,0.33308397932609135
12,316,0.33308397932609135
12,315,0.33308397932609135
12,405,0.33308397932609135
12,406,0.33308397932609135
12,411,0.33308397932609135
